id,title,book_id,author,tier,tier_code,reads,log_reads,nchars,bytes,file,fully_matched,ambiguous,resolve_note,ledger_idx
393,天生一根筋的我，婚礼当天让极品亲戚哭着还钱,,,C,3,1041,6.9479,15907,46323,天生一根筋的我，婚礼当天让极品亲戚哭着还钱.txt,True,False,,
394,听到宝宝的求救后我决定先查性别,,,小扑,2,963,6.8701,10304,28524,听到宝宝的求救后我决定先查性别.txt,True,False,,
395,听见房子说话后，我反手报警抓人,,,小扑,2,962,6.869,10745,31714,听见房子说话后，我反手报警抓人.txt,True,False,,
396,听见狸花猫心声后，我手撕贱女渣男，迈进人生巅峰,,,无信号,,,,10889,31740,听见狸花猫心声后，我手撕贱女渣男，迈进人生巅峰.txt,False,False,,
397,庭前春事晚,,,C,3,1038,6.9451,10872,31804,庭前春事晚.txt,True,False,,
398,同事蹭我车还想杀我的狗？次日我一句话群里直接炸锅,,,B,4,7680,8.9464,45500,117594,同事蹭我车还想杀我的狗？次日我一句话群里直接炸锅.txt,True,False,,
399,偷听皇嗣心声后，我成了九千岁,,,小扑,2,988,6.8957,10796,30112,偷听皇嗣心声后，我成了九千岁.txt,True,False,,
400,偷我孩子、占我身份？重生后首长夫人杀疯了,,,无信号,,,,21868,63731,偷我孩子、占我身份？重生后首长夫人杀疯了.txt,False,False,,
401,团宠小公主被掉包后，我六爻卦起杀疯了,,,B,4,3588,8.1854,12193,35717,团宠小公主被掉包后，我六爻卦起杀疯了.txt,True,False,,
402,万缕春雪误平生,,,小扑,2,965,6.8721,11878,34387,万缕春雪误平生 .txt,True,False,,
403,往后千山寻一途,,,无信号,,,,11377,33259,往后千山寻一途.txt,False,False,,
404,往时情深终落幕,,,C,3,1001,6.9088,10638,30874,往时情深终落幕.txt,True,False,,
405,惟愿今生安,,,A,5,13177,9.4862,29924,80364,惟愿今生安.txt,True,False,,
406,为护绿茶假千金，妹控真千金掀桌暴打全家,,,C,3,1038,6.9451,13447,39566,为护绿茶假千金，妹控真千金掀桌暴打全家.txt,True,False,,
407,为救她，岳父被罚到破产，六年后她入职合同我直接打回,,,A,5,28942,10.273,21150,55606,为救她，岳父被罚到破产，六年后她入职合同我直接打回.txt,True,False,,
408,为了拯救大自然，圣母室友在40度高温天剪了空调线,,,C,3,1042,6.9489,13516,39303,为了拯救大自然，圣母室友在40度高温天剪了空调线.txt,True,False,,
409,为了助理的母亲，老公把我妈赶走,,,无信号,,,,9348,27276,为了助理的母亲，老公把我妈赶走.txt,False,False,,
410,为显公正妈妈拿我在全校面前杀鸡儆猴后，悔疯了,,,C,3,1043,6.9499,10728,31078,为显公正妈妈拿我在全校面前杀鸡儆猴后，悔疯了.txt,True,False,,
411,未婚夫带青梅去看世界杯，让我照顾他们的猫儿子,,,无信号,,,,10581,30327,未婚夫带青梅去看世界杯，让我照顾他们的猫儿子.txt,False,False,,
412,未婚夫拒绝我妈住客房，却让女下属睡主卧,,,无信号,,,,9096,26762,未婚夫拒绝我妈住客房，却让女下属睡主卧.txt,False,False,,
413,未婚夫拿我做赌注，我加入赌局他却哭了,,,B,4,7668,8.9448,13050,36332,未婚夫拿我做赌注，我加入赌局他却哭了.txt,True,False,,
414,未婚夫让我把三百二十万的婚房借给小青梅拍综艺后，悔疯了,,,C,3,1018,6.9256,10561,31084,未婚夫让我把三百二十万的婚房借给小青梅拍综艺后，悔疯了.txt,True,False,,
415,未婚夫为绿茶误一小时，我转头三十秒就换人嫁,,,A,5,19415,9.8738,11707,34425,未婚夫为绿茶误一小时，我转头三十秒就换人嫁.txt,True,False,,
416,未婚妻拿我当赌注，我加入赌局她却哭了,,,小扑,2,988,6.8957,12996,36162,未婚妻拿我当赌注，我加入赌局她却哭了.txt,True,False,,
417,未见天明，不语繁星,,,C,3,1454,7.2821,10375,29867,未见天明，不语繁星.txt,True,False,,
418,未来的电话告诉我房子墙里有尸体，我杀疯了,,,C,3,1044,6.9508,11391,33031,未来的电话告诉我房子墙里有尸体，我杀疯了.txt,True,False,,
419,我爸带战友遗孀进门后，我妈手撕娇妻人设,,,A,5,72283,11.1883,11842,31210,我爸带战友遗孀进门后，我妈手撕娇妻人设.txt,True,False,,
420,我爸教出的高考状元举报他违规补课,,,C,3,1032,6.9393,9747,28717,我爸教出的高考状元举报他违规补课.txt,True,False,,
421,我爸借堂哥五万承包食堂，三年后堂哥骂他不要脸,,,C,3,1029,6.9363,19178,50042,我爸借堂哥五万承包食堂，三年后堂哥骂他不要脸.txt,True,False,,
422,我被退回了福利院,,,小扑,2,970,6.8773,15005,42049,我被退回了福利院.txt,True,False,,
423,我被温柔阿姨收养后，人淡如菊的姐姐不淡了,,,无信号,,,,8769,25467,我被温柔阿姨收养后，人淡如菊的姐姐不淡了.txt,False,False,,
424,我被选后，姐姐装不下去了,,,无信号,,,,21269,57189,我被选后，姐姐装不下去了.txt,False,False,,
425,我不被困在等待里,,,无信号,,,,10752,31411,我不被困在等待里.txt,False,False,,
426,我的暑假，家人的假期,,,无信号,,,,11494,31838,我的暑假，家人的假期.txt,False,False,,
427,我的网络妈妈才五岁，却每周给我九千零花钱,,,C,3,1010,6.9177,28642,80386,我的网络妈妈才五岁，却每周给我九千零花钱.txt,True,False,,
428,我的以后，和你无关,,,B,4,9169,9.1236,12432,36112,我的以后，和你无关.txt,True,False,,
429,我和妹妹的团购券到底被谁用了,,,B,4,3146,8.0539,11936,31804,我和妹妹的团购券到底被谁用了.txt,True,False,,
430,我寄养在宠物店的猫，被店员拿去配种直播了,,,无信号,,,,12910,37298,我寄养在宠物店的猫，被店员拿去配种直播了.txt,False,False,,
431,我借5万无人理，两年后，他借55万我拉黑,,,小扑,2,982,6.8896,14657,38891,我借5万无人理，两年后，他借55万我拉黑.txt,True,False,,
432,我就当我的爱，是东流水,,,无信号,,,,9919,28887,我就当我的爱，是东流水.txt,False,False,,
433,我每月工资三万五，却连两块钱的辣条都吃不起,,,无信号,,,,10576,30516,我每月工资三万五，却连两块钱的辣条都吃不起.txt,False,False,,
434,我们山顶不再见,,,C,3,1039,6.946,14193,39091,我们山顶不再见.txt,True,False,,
435,我娘调包了我，我杀了她全家,,,无信号,,,,15910,43394,我娘调包了我，我杀了她全家.txt,False,False,,
436,我拼命奔赴的城市，他们早就带另一个人去了,,,C,3,1029,6.9363,11877,34767,我拼命奔赴的城市，他们早就带另一个人去了.txt,True,False,,
437,我去挪威后，家里的WiFi密码改成了我的生日,,,无信号,,,,11357,32575,我去挪威后，家里的WiFi密码改成了我的生日.txt,False,False,,
438,我是国家二级运动员，就活该替闺蜜挡灾？,,,C,3,1018,6.9256,13463,39319,我是国家二级运动员，就活该替闺蜜挡灾？.txt,True,False,,
439,我素衣过泥潭，清风送我踏千帆,,,无信号,,,,11367,33601,我素衣过泥潭，清风送我踏千帆.txt,False,False,,
440,我下飞机你不愿来接我，那你就滚出我的人生吧,,,C,3,1035,6.9422,12367,34275,我下飞机你不愿来接我，那你就滚出我的人生吧.txt,True,False,,
441,我养的保镖扇我耳光，妻子在旁边鼓掌,,,S,6,167341,12.0278,19602,50120,我养的保镖扇我耳光，妻子在旁边鼓掌.txt,True,False,,
442,我用一亿买断过往后，霸总他却悔疯了,,,C,3,1002,6.9098,12171,35483,我用一亿买断过往后，霸总他却悔疯了.txt,True,False,,
443,我月入三万五，却连两块钱的辣条自由都没有,,,无信号,,,,10721,31348,我月入三万五，却连两块钱的辣条自由都没有.txt,False,False,,
444,我在班里透明三年，校霸管我同桌叫嫂子,,,无信号,,,,24812,62820,我在班里透明三年，校霸管我同桌叫嫂子.txt,False,False,,
445,我在夏天等雪，来覆盖七年回忆,,,无信号,,,,12666,37180,我在夏天等雪，来覆盖七年回忆.txt,False,False,,
446,我在自家公司装穷，对面的姑娘也在装,,,C,3,1406,7.2485,23811,61531,我在自家公司装穷，对面的姑娘也在装.txt,True,False,,
447,我终于上了家里的账本：担保人,,,小扑,2,988,6.8957,13061,38205,我终于上了家里的账本：担保人.txt,True,False,,
448,乌鸦嘴姑奶奶一开口，反派全部跪着走,,,C,3,1048,6.9546,12967,34861,乌鸦嘴姑奶奶一开口，反派全部跪着走.txt,True,False,,
449,无论是空调还是爱，他们都没想要分给我,,,无信号,,,,11165,32955,无论是空调还是爱，他们都没想要分给我.txt,False,False,,
450,无情道大成后，我亲手劈了恋爱脑徒弟,,,小扑,2,952,6.8586,10827,31457,无情道大成后，我亲手劈了恋爱脑徒弟.txt,True,False,,
451,无人共我忆从前,,,无信号,,,,25342,74030,无人共我忆从前.txt,False,False,,
452,无人拾我落花，我自去拥万里山河,,,C,3,1036,6.9431,10877,31172,无人拾我落花，我自去拥万里山河.txt,True,False,,
453,五个人的家，我排第六名,,,C,3,1010,6.9177,11386,33398,五个人的家，我排第六名.txt,True,False,,
454,雾散时，我们到此为止,,,无信号,,,,10680,31507,雾散时，我们到此为止.txt,False,False,,
455,瞎眼三年，我亲眼看他跟初恋领证！,,,小扑,2,967,6.8742,26101,76654,瞎眼三年，我亲眼看他跟初恋领证！.txt,True,False,,
456,夏夜星空皆璀璨,,,无信号,,,,20953,61480,夏夜星空皆璀璨.txt,False,False,,
457,嫌我妈是笨蛋美人，离婚时她抠走三层地砖！,,,B,4,7693,8.9481,27966,76858,嫌我妈是笨蛋美人，离婚时她抠走三层地砖！.txt,True,False,,
458,嫌我是穷酸设计师？我曝光首富千金身份，渣男悔疯了,,,小扑,2,961,6.868,32894,78514,嫌我是穷酸设计师？我曝光首富千金身份，渣男悔疯了.txt,True,False,,
459,相思入骨，不负旧约,,,无信号,,,,32667,95091,相思入骨，不负旧约.txt,False,False,,
460,香樟树被砍掉后，我换了个家,,,无信号,,,,10911,32011,香樟树被砍掉后，我换了个家.txt,False,False,,
461,小白花资助生偷我女儿身份嫁豪门，我让她社死婚礼现场,,,C,3,1026,6.9334,14479,38101,小白花资助生偷我女儿身份嫁豪门，我让她社死婚礼现场.txt,True,False,,
462,小姑子得白血病后，选择保胎的我见死不救,,,C,3,1042,6.9489,12562,36636,小姑子得白血病后，选择保胎的我见死不救.txt,True,False,,
463,校草在万人大群造谣我陪睡保研，我重生后让他悔疯了,,,C,3,1011,6.9187,10282,27462,校草在万人大群造谣我陪睡保研，我重生后让他悔疯了.txt,True,False,,
464,校花闺蜜装清高拒绝保送，我拿下名额后她悔疯了,,,C,3,1039,6.946,11637,30689,校花闺蜜装清高拒绝保送，我拿下名额后她悔疯了.txt,True,False,,
465,校庆班主任让女儿演“垫脚石”被全班踩，八百万赞助我全捐隔壁txt,,,无信号,,,,11360,33417,校庆班主任让女儿演“垫脚石”被全班踩，八百万赞助我全捐隔壁txt.txt,False,False,,
466,协议到期时，她放弃了,,,无信号,,,,21156,61850,协议到期时，她放弃了.txt,False,False,,
467,新婚次日被扇耳光，我反手一锅热汤扣头,,,B,4,5029,8.523,34294,100000,新婚次日被扇耳光，我反手一锅热汤扣头.txt,True,False,,
468,新婚当天，丈夫把我的工资卡给了大嫂！,,,C,3,1017,6.9246,16147,46793,新婚当天，丈夫把我的工资卡给了大嫂！.txt,True,False,,
469,新家户型图上没有我的名字，我转头去了大西北,,,C,3,1339,7.1997,14108,40532,新家户型图上没有我的名字，我转头去了大西北.txt,True,False,,
470,新家没有我的位置后，我连夜搬走了,,,无信号,,,,11608,34038,新家没有我的位置后，我连夜搬走了.txt,False,False,,
471,新郎为等伴娘补妆误了吉时，我不嫁了,,,B,4,6047,8.7073,18035,47301,新郎为等伴娘补妆误了吉时，我不嫁了.txt,True,False,,
472,新娘逃婚那天，我叫前女友来吃了席,,,B,4,8065,8.9953,18155,46046,新娘逃婚那天，我叫前女友来吃了席.txt,True,False,,
473,星沉海底夜无澜,,,小扑,2,951,6.8575,10864,31672,星沉海底夜无澜.txt,True,False,,
474,烟花易冷，故梦难寻,,,C,3,1001,6.9088,10842,31930,烟花易冷，故梦难寻.txt,True,False,,
475,砚川落雪，不照晚星,,,无信号,,,,10782,31010,砚川落雪，不照晚星.txt,False,False,,
476,药王谷出了个天生恶骨,,,小扑,2,969,6.8763,12885,37233,药王谷出了个天生恶骨.txt,True,False,,
477,爷爷鱼竿被奶奶折断，次日赴姑姑家从此不回,,,B,4,5144,8.5456,14854,43198,爷爷鱼竿被奶奶折断，次日赴姑姑家从此不回.txt,True,False,,
478,一巴掌十块生活费，十年后我妈悔疯了,,,无信号,,,,17278,46018,一巴掌十块生活费，十年后我妈悔疯了.txt,False,False,,
479,一从别后尽天涯,,,无信号,,,,11026,31188,一从别后尽天涯.txt,False,False,,
480,一分为二的瑕疵爱情,,,无信号,,,,10416,30228,一分为二的瑕疵爱情.txt,False,False,,
481,一府避宁声,,,无信号,,,,11435,32767,一府避宁声.txt,False,False,,
482,一个人的旅途，云月共赏,,,B,4,6253,8.7408,16100,45086,一个人的旅途，云月共赏.txt,True,False,,
483,一盒晕车药让我放弃了他们,,,无信号,,,,9739,28511,一盒晕车药让我放弃了他们.txt,False,False,,
484,一家五口分彩票，我分到一沓欠条,,,无信号,,,,10778,30886,一家五口分彩票，我分到一沓欠条.txt,False,False,,
485,一开灯，邻居就会死,,,B,4,3861,8.2587,10681,29183,一开灯，邻居就会死.txt,True,False,,
486,一筐青梨，一场旧梦,,,无信号,,,,13499,38993,一筐青梨，一场旧梦.txt,False,False,,
487,一千三百公里，是我离家最近的距离,,,无信号,,,,12822,37166,一千三百公里，是我离家最近的距离.txt,False,False,,
488,一心只想养废继子，他怎么就状元了,,,A,5,16137,9.6889,59432,154422,一心只想养废继子，他怎么就状元了.txt,True,False,,
489,衣柜深处无星光,,,小扑,2,961,6.868,14170,41664,衣柜深处无星光.txt,True,False,,
490,遗产780万我跟妈说18万，次日娘家带着麻袋上门了,,,C,3,1050,6.9565,20677,59601,遗产780万我跟妈说18万，次日娘家带着麻袋上门了.txt,True,False,,
491,因为一碗小炒肉，我收回公司踹了丈夫,,,小扑,2,970,6.8773,10648,31274,因为一碗小炒肉，我收回公司踹了丈夫.txt,True,False,,
492,引魂人说孩子带煞，第五个我不打了,,,无信号,,,,11088,31567,引魂人说孩子带煞，第五个我不打了.txt,False,False,,
493,樱谢人离，辞守空枝,,,无信号,,,,11110,31144,樱谢人离，辞守空枝.txt,False,False,,
494,永生花谢时，你与我别离,,,无信号,,,,11200,31394,永生花谢时，你与我别离.txt,False,False,,
495,幼儿园女老师说我哥侵犯她，我靠洋娃娃帮他反杀,,,小扑,2,999,6.9068,11188,30426,幼儿园女老师说我哥侵犯她，我靠洋娃娃帮他反杀.txt,True,False,,
496,余烬不覆雪,,,小扑,2,983,6.8906,11636,32955,余烬不覆雪.txt,True,False,,
497,愚人节敢不敢陪你的青梅假结婚,,,C,3,1025,6.9324,11361,33523,愚人节敢不敢陪你的青梅假结婚.txt,True,False,,
498,雨停了，就别再找我,,,小扑,2,974,6.8814,10943,32017,雨停了，就别再找我.txt,True,False,,
499,玉兔偷投团宠公主胎被调包后，嫦娥下凡杀疯了,,,无信号,,,,12772,37455,玉兔偷投团宠公主胎被调包后，嫦娥下凡杀疯了.txt,False,False,,
500,预知人生后，我暴富封神,,,C,3,1026,6.9334,12434,36373,预知人生后，我暴富封神.txt,True,False,,
501,遇上倔驴贫困生后，吃尽时代红利的行政老师崩溃了,,,C,3,1036,6.9431,8991,26465,遇上倔驴贫困生后，吃尽时代红利的行政老师崩溃了.txt,True,False,,
502,誉王选妃前夜，我做了个可怕的梦,,,无信号,,,,10853,31251,誉王选妃前夜，我做了个可怕的梦.txt,False,False,,
503,远山花开，玫瑰不再来,,,小扑,2,972,6.8794,9570,27464,远山花开，玫瑰不再来.txt,True,False,,
504,月色不渡旧人,,,无信号,,,,14161,38391,月色不渡旧人.txt,False,False,,
505,月色将尽，不候故人,,,A,5,52790,10.8741,12155,34291,月色将尽，不候故人.txt,True,False,,
506,月子期每天给我花30？复工后我彻底清醒,,,小扑,2,956,6.8628,35753,102775,月子期每天给我花30？复工后我彻底清醒 .txt,True,False,,
507,早知绊人心，何不莫相识,,,小扑,2,979,6.8865,11810,32050,早知绊人心，何不莫相识.txt,True,False,,
508,渣爹和小白花保姆说我是野种，我靠弹幕救母反杀,,,小扑,2,959,6.8659,16376,42394,渣爹和小白花保姆说我是野种，我靠弹幕救母反杀.txt,True,False,,
509,丈夫和闺蜜当我面苟且，我一通电话他们都悔疯了,,,C,3,1048,6.9546,10595,30573,丈夫和闺蜜当我面苟且，我一通电话他们都悔疯了.txt,True,False,,
510,丈夫说他重生了要离婚，我立马就拿钱带球跑,,,C,3,1022,6.9295,16873,49095,丈夫说他重生了要离婚，我立马就拿钱带球跑.txt,True,False,,
511,这世间很多人的相遇，都太多余了,,,无信号,,,,10998,32314,这世间很多人的相遇，都太多余了.txt,False,False,,
512,这一次，我抽中了离开你,,,无信号,,,,12490,36486,这一次，我抽中了离开你.txt,False,False,,
513,这一站，我先下了,,,小扑,2,987,6.8947,9791,28173,这一站，我先下了.txt,True,False,,
514,贞洁鉴定师造谣式害人，我让她蹲大牢,,,无信号,,,,12767,33949,贞洁鉴定师造谣式害人，我让她蹲大牢.txt,False,False,,
515,真千金是社畜，爱不爱的，给钱就行,,,无信号,,,,10879,31927,真千金是社畜，爱不爱的，给钱就行.txt,False,False,,
516,真千金是影后，演哭了病弱假千金,,,无信号,,,,12714,37364,真千金是影后，演哭了病弱假千金.txt,False,False,,
517,真少爷有被亏欠感，全家悔疯了,,,无信号,,,,10166,29400,真少爷有被亏欠感，全家悔疯了.txt,False,False,,
518,侄女借口庆功拐卖我女儿，我靠预知短信端了黑窝,,,C,3,1028,6.9354,11546,31654,侄女借口庆功拐卖我女儿，我靠预知短信端了黑窝.txt,True,False,,
519,终是冬雪负归人,,,小扑,2,991,6.8987,10735,30813,终是冬雪负归人.txt,True,False,,
520,终是难以同舟渡,,,C,3,1005,6.9127,10212,30120,终是难以同舟渡.txt,True,False,,
521,重返五岁，我阻止了带走真千金的舞蹈老师,,,C,3,1033,6.9402,16480,42890,重返五岁，我阻止了带走真千金的舞蹈老师.txt,True,False,,
522,重回六岁那年，我偏要逆着弹幕拯救弟弟,,,无信号,,,,14979,38485,重回六岁那年，我偏要逆着弹幕拯救弟弟.txt,False,False,,
523,重回权臣落魄时,,,A,5,86586,11.3689,10577,31204,重回权臣落魄时.txt,True,False,,
524,重回三岁，我抓住了偷走弟弟的坏人,,,小扑,2,982,6.8896,16461,42341,重回三岁，我抓住了偷走弟弟的坏人.txt,True,False,,
525,重回十二岁，我保护好了妹妹,,,A,5,57081,10.9522,14323,36835,重回十二岁，我保护好了妹妹.txt,True,False,,
526,重回四岁那天，我救回了被小姨拐走的妹妹,,,C,3,2913,7.9769,11833,33803,重回四岁那天，我救回了被小姨拐走的妹妹.txt,True,False,,
527,重来一次我同意离婚，可他怎么哭了,,,C,3,1013,6.9207,15473,44917,重来一次我同意离婚，可他怎么哭了.txt,True,False,,
528,重生孤儿院后，我牵起了另一对夫妻的手,,,小扑,2,973,6.8804,10009,27335,重生孤儿院后，我牵起了另一对夫妻的手.txt,True,False,,
529,重生后，我当着全校面撕了校草的深情剧本,,,C,3,1030,6.9373,11695,31067,重生后，我当着全校面撕了校草的深情剧本.txt,True,False,,
530,重生后，我揪出谋害嫡妹的犯人,,,C,3,1078,6.9829,10901,29529,重生后，我揪出谋害嫡妹的犯人.txt,True,False,,
531,重生后，我抢回金锁去认亲,,,C,3,1000,6.9078,10668,31457,重生后，我抢回金锁去认亲.txt,True,False,,
532,重生后，我抓住了偷儿子的凶手,,,C,3,1019,6.9266,10963,31353,重生后，我抓住了偷儿子的凶手.txt,True,False,,
533,重生后我让夫君娶了变成鹦鹉的堂姐,,,无信号,,,,11986,35292,重生后我让夫君娶了变成鹦鹉的堂姐.txt,False,False,,
534,重生回幼崽时期，我哭醒亲娘夺回嫡命,,,小扑,2,966,6.8732,14423,41429,重生回幼崽时期，我哭醒亲娘夺回嫡命.txt,True,False,,
535,重生之高考围观：校花晕倒，我买瓜看戏,,,C,3,1050,6.9565,22019,56677,重生之高考围观：校花晕倒，我买瓜看戏.txt,True,False,,
536,竹马班长没收我的抗抑郁药转赠班花，重生后我发疯给了他一巴掌,,,B,4,8074,8.9964,12751,32991,竹马班长没收我的抗抑郁药转赠班花，重生后我发疯给了他一巴掌.txt,True,False,,
537,竹马骗我一起报二本，可开学那天他去了首都名校,,,小扑,2,992,6.8997,12601,36839,竹马骗我一起报二本，可开学那天他去了首都名校.txt,True,False,,
538,转身向山海，不候迟来人,,,C,3,1033,6.9402,13500,39784,转身向山海，不候迟来人.txt,True,False,,
539,赘婿驸马为白月光求平妻？我直接发配这对鸳鸯刷恭桶！,,,C,3,1004,6.9117,18361,53754,赘婿驸马为白月光求平妻？我直接发配这对鸳鸯刷恭桶！.txt,True,False,,
540,准新娘想白嫖我20万妆造，我用卸妆水让她在自己的婚礼丢尽颜面,,,小扑,2,988,6.8957,9359,25891,准新娘想白嫖我20万妆造，我用卸妆水让她在自己的婚礼丢尽颜面.txt,True,False,,
541,资助的小白花半夜卖惨求借住后，我接到未来女儿的来电,,,无信号,,,,10742,31362,资助的小白花半夜卖惨求借住后，我接到未来女儿的来电.txt,False,False,,
542,资助了六年的保洁救了我,,,无信号,,,,10772,31260,资助了六年的保洁救了我.txt,False,False,,
543,锱铢必较后，亲爹悔疯了,,,无信号,,,,10606,31181,锱铢必较后，亲爹悔疯了.txt,False,False,,
544,紫外线过敏被亲哥罚站升旗台后，我彻底心死,,,小扑,2,977,6.8845,11155,32275,紫外线过敏被亲哥罚站升旗台后，我彻底心死.txt,True,False,,
545,总是奔赴别人的老公，我和女儿不要他了,,,无信号,,,,12036,34822,总是奔赴别人的老公，我和女儿不要他了.txt,False,False,,
546,走向没人等我的未来,,,无信号,,,,10061,29199,走向没人等我的未来.txt,False,False,,
547,族规查出女儿非亲生后，我成全他的两情相悦,,,无信号,,,,26111,75957,族规查出女儿非亲生后，我成全他的两情相悦.txt,False,False,,
548,坐月子洗澡被小姑子偷拍后，我砸光全屋家底,,,C,3,1045,6.9518,38002,99322,坐月子洗澡被小姑子偷拍后，我砸光全屋家底.txt,True,False,,
549,好巧，你老公跟我老公是同一个人,,:佚名 字数:10129 分类:婚姻家庭,A,5,996,6.9037,10657,30777,好巧，你老公跟我老公是同一个人.txt,True,False,,
550,好学生审判者,,:土豆财神 字数:10009 分类:女生生活,A,5,976,6.8835,11276,31184,好学生审判者.txt,True,False,,
551,喝了我家五年免费汤，她侄女带人查封我家面馆,,:波加一 字数:13618 分类:婚姻家庭,A,5,1029,6.9363,16910,44104,喝了我家五年免费汤，她侄女带人查封我家面馆.txt,True,False,,
552,和假千金雌竞？拜托，我这种精神小妹读书最狠了,,:哼哼888 字数:8852 分类:女生生活,A,5,1050,6.9565,11148,28816,和假千金雌竞？拜托，我这种精神小妹读书最狠了.txt,True,False,,
553,和魔尊双向救赎的那些年,,:左御 字数:9129,A,5,954,6.8607,13741,40081,和魔尊双向救赎的那些年.txt,True,False,,
554,恨海无涯泪作舟,,,A-,,,,10718,31228,恨海无涯泪作舟.txt,False,False,,
555,侯府上下合谋换我儿，我亲手送他们流放,,:好故事 字数:15332 分类:古风世情,A,5,957,6.8638,17535,48199,侯府上下合谋换我儿，我亲手送他们流放.txt,True,False,,
556,侯府说我是真千金，可我明明是太子啊？,,,A-,,,,10163,29456,侯府说我是真千金，可我明明是太子啊？.txt,False,False,,
557,户口本凭空多出丈夫，我注销户籍后他疯了,,:随手码小说 字数:14576 分类:婚姻家庭；【尾缀变体】《户口本凭空多出丈夫,S,6,114949,11.6522,17061,46099,户口本凭空多出丈夫，我注销户籍后他疯了.txt,True,False,nchars→第1个候选,
558,护国白虎上岗三百年，反手就把真公主捞回来了,,,A-,,,,10647,31143,护国白虎上岗三百年，反手就把真公主捞回来了.txt,False,False,,
559,滑档后，他亲手把我推向清华,,:Essenze 字数:11733 分类:女生生活；《滑档后,A,5,999,6.9068,12621,35454,滑档后，他亲手把我推向清华.txt,True,True,字数候选命中2个，取首值,
560,怀孕后，老公把我的主任名额给了小青梅,,,A-,,,,11016,32058,怀孕后，老公把我的主任名额给了小青梅.txt,False,False,,
561,怀孕后婆婆每天给我吃鹅蛋，大学室友叫我快逃命！,,,A-,,,,11683,33925,怀孕后婆婆每天给我吃鹅蛋，大学室友叫我快逃命！.txt,False,False,,
562,欢情晚渡，旧爱余辉,,,A,5,1027,6.9344,12174,35713,欢情晚渡，旧爱余辉.txt,True,False,,
563,回家,,:梁晓声 字数:149400 分类:文学经典；《回家》作者:薛仁明 白剑峰 字数:173258 分类:社会文化；《回家》作者:二两可乐 字数:42845 分类:精品小说；《回家》作者:匕月 字数:10117 分类:现实情感；【尾缀变体】《回家！》作者:道睍贝贝 字数:8824 分类:年代；⚠️ 多个同名命中（5本）,A,5,7752,8.9557,9474,27096,回家.txt,True,True,字数候选命中2个，取首值,
564,婚房装修好那天，我突然不想结婚了,,,A-,,,,11583,34131,婚房装修好那天，我突然不想结婚了.txt,False,False,,
565,婚礼大屏播放骗婚录音，我当众悔婚，渣男滚！,,:爱吃冰激凌的雪糕 字数:24340 分类:女生生活,A,5,974,6.8814,28790,77470,婚礼大屏播放骗婚录音，我当众悔婚，渣男滚！.txt,True,False,,
566,婚礼当天被污蔑，她直接换嫁我兄弟了！,,,A-,,,,10097,29297,婚礼当天被污蔑，她直接换嫁我兄弟了！.txt,False,False,,
567,婚礼前，他把我的第五根肋骨送给了青梅,,:妄莫媚娘 字数:12267 分类:青春虐恋,A,5,1045,6.9518,13969,38419,婚礼前，他把我的第五根肋骨送给了青梅.txt,True,False,,
568,婚礼上公公逼我放弃15套房，我签字悔婚，全场炸锅,,:小番茄爱写作 字数:13736 分类:婚姻家庭,A,5,987,6.8947,16998,44358,婚礼上公公逼我放弃15套房，我签字悔婚，全场炸锅.txt,True,False,,
569,火光尽处，故人长辞,,:炽心 字数:10204 分类:古风世情；【逗号差异】《火光尽处故人长辞》在读967·失落的四角,A,5,1119,7.0202,12161,32547,火光尽处，故人长辞.txt,True,False,nchars→第1个候选,
570,火海救人被讹八万后，我的战友群炸了,,:漂浮的一根草 字数:11761 分类:男生生活,A,5,1023,6.9305,14226,40892,火海救人被讹八万后，我的战友群炸了.txt,True,False,,
571,急性子真千金变豪门淑女后，全家都求她变回去,,,A,5,1141,7.0397,10690,31122,急性子真千金变豪门淑女后，全家都求她变回去.txt,True,False,,
572,急诊科窝了三年，老婆带队来铐我,,:远东的土龙宗 字数:38073 分类:男生情感,A,5,2184,7.6889,45892,117418,急诊科窝了三年，老婆带队来铐我.txt,True,False,,
573,继承了爷爷留下的十八条老狗后，我暴富了,,:怦怦晚风 字数:18345 分类:婚姻家庭,A,5,964,6.8711,11970,35406,继承了爷爷留下的十八条老狗后，我暴富了.txt,True,False,,
574,假千金患有富贵病，全京城的大佬都抢着伺候,,,A-,,,,10948,31634,假千金患有富贵病，全京城的大佬都抢着伺候.txt,False,False,,
575,假千金推我下楼，不好意思我有点疯,,:佚名 字数:10773 分类:女生生活,A,5,1009,6.9167,11659,33207,假千金推我下楼，不好意思我有点疯.txt,True,False,,
576,假千金一头撞死后，我成了全家罪人,,:胖茄子 字数:9709 分类:古代言情,A,5,1036,6.9431,10211,29823,假千金一头撞死后，我成了全家罪人.txt,True,False,,
577,假千金在我面前装柔弱，但我只想凭本事赢,,:好故事 字数:10894 分类:女生生活,A,5,1033,6.9402,11478,33872,假千金在我面前装柔弱，但我只想凭本事赢.txt,True,False,,
578,假少爷在我面前装柔弱，但我只想战斗爽,,:好故事 字数:10894 分类:男生生活,A,5,1014,6.9217,12533,36469,假少爷在我面前装柔弱，但我只想战斗爽.txt,True,False,,
